cod_produto,cod_categoria,ean,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_produto,tamanho_medida,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7898343701219,7,7898343701219,TROPICAL AROMAS MACA VERDE 250ML 7898343701219,,MACA VERDE,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000071343194,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701226,7,7898343701226,TROPICAL AROMAS ERVA DOCE 250ML 7898343701226,,ERVA DOCE,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000083970769,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701233,7,7898343701233,TROPICAL AROMAS VANILLA 250ML 7898343701233,,VANILLA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054921037,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701240,7,7898343701240,TROPICAL AROMAS CITRONELA 250ML 7898343701240,,CITRONELA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000071343247,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701257,7,7898343701257,TROPICAL AROMAS FLOR DE AMARILIS 250ML 7898343701257,,FLOR DE AMARILIS,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054920498,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701264,7,7898343701264,TROPICAL AROMAS FLOR DE LARANJEIRA 250ML 7898343701264,,FLOR DE LARANJEIRA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054921887,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701295,7,7898343701295,TROPICAL AROMAS BAMBU 250ML 7898343701295,,BAMBU,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000071408287,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701318,7,7898343701318,TROPICAL AROMAS LAVANDA 250 ML 7898343701318,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000058858218,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701332,7,7898343701332,TROPICAL AROMAS LAVANDA 250ML 7898343701332,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048744994,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701523,7,7898343701523,TROPICAL AROMAS ERVA CIDREIRA 250ML 7898343701523,,ERVA CIDREIRA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000071408318,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701530,7,7898343701530,TROPICAL AROMAS FLOR DE CEREJEIRA 250ML 7898343701530,,FLOR DE CEREJEIRA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000071408362,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701608,7,7898343701608,PUREZA AROMAS FLORES DO CAMPO 250ML 7898343701608,,FLORES DO CAMPO,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000083971058,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701851,7,7898343701851,TROPICAL AROMAS LIMAO SICILIANO 250ML 7898343701851,,LIMAO SICILIANO,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054920393,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343701875,7,7898343701875,TROPICAL AROMAS MELANCIA 250ML 7898343701875,,MELANCIA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054920603,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702070,7,7898343702070,TROPICAL AROMAS COCO TROPICAL 250ML 7898343702070,,COCO TROPICAL,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000056707356,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702087,7,7898343702087,TROPICAL AROMAS ACAI TROPICAL 250ML 7898343702087,,ACAI TROPICAL,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000071408397,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702094,7,7898343702094,TROPICAL AROMAS FLOR ALGODAO 250ML 7898343702094,,FLOR DE ALGODAO,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000053555318,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702100,7,7898343702100,TROPICAL AROMAS ADVENTURE  250ML 7898343702100,,ADVENTURE,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054921155,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702452,7,7898343702452,TROPICAL AROMAS ERVA DOCE 250ML 7898343702452,,ERVA DOCE,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048557418,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702469,7,7898343702469,BC TROPICAL AROMAS LIMAO SICILIANO 250ML + SAB LIQ 250ML 7898343702469BP1,,LIMAO SICILIANO,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,LIMAO SICILIANO,,ML,250.0,250ML,DE 120ML A 250ML,KIT PROMOCIONAL,2.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000076679207,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702490,7,7898343702490,BC TROPICAL AROMAS MELANCIA 250ML + SAB LIQ 250ML 7898343702490BP1,,MELANCIA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,TROPICAL AROMAS,T. O MARCAS,TROPICAL AROMAS,TROPICAL AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,2.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000071613236,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702773,7,7898343702773,PUREZA AROMAS BOUQUET DE ROSAS 250ML 7898343702773,,BOUQUET DE ROSAS,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069830111,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702780,7,7898343702780,PUREZA AROMAS CARIBE ADVENTURES 250ML 7898343702780,,CARIBE ADVENTURES,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069830238,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702797,7,7898343702797,PUREZA AROMAS CITRUS 250ML 7898343702797,,CITRUS,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000053403164,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702803,7,7898343702803,PUREZA AROMAS FOLHAS DA AMAZONIA 250ML 7898343702803,,FOLHAS DA AMAZONIA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069830362,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702810,7,7898343702810,PUREZA AROMAS FRUTAS TROPICAIS 250ML 7898343702810,,FRUTAS TROPICAIS,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069830547,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702827,7,7898343702827,PUREZA AROMAS FRUTAS VERMELHAS 250ML 7898343702827,,FRUTAS VERMELHAS,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000053678282,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702834,7,7898343702834,PUREZA AROMAS GOTAS DE ORVALHO 250ML 7898343702834,,GOTAS DE ORVALHO,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069830643,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898343702841,7,7898343702841,PUREZA AROMAS TULIPAS TROPICAIS 250ML 7898343702841,,TULIPAS TROPICAIS,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PUREZA AROMAS,T. O MARCAS,PUREZA AROMAS,PUREZA AROMAS DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069830852,,,"R$ 7,01 à R$ 12,00",,BETTER,
7898371680111,7,7898371680111,MOGILANDI ALGAS MARINHAS 140ML 7898371680111,,ALGAS MARINHAS,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,140.0,140ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049078746,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680173,7,7898371680173,MOGILANDI MORANGO 120ML 7898371680173,,MORANGO,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048769241,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680180,7,7898371680180,MOGILANDI ALECRIM 120ML 7898371680180,,ALECRIM,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048832731,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680197,7,7898371680197,MOGILANDI ALGAS MARINHAS 120ML 7898371680197,,ALGAS MARINHAS,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048074035,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680203,7,7898371680203,MOGILANDI ROMA 120ML 7898371680203,,ROMA,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000056709847,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680210,7,7898371680210,MOGILANDI  CAPIM LIMAO 120ML 7898371680210,,CAPIM LIMAO,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048401436,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680227,7,7898371680227,MOGILANDI CRAVO E CANELA 120ML 7898371680227,,CRAVO E CANELA,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048366920,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680234,7,7898371680234,MOGILANDI CITRONELA 130ML 7898371680234,,CITRONELA,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,130.0,130ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000057502905,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680241,7,7898371680241,MOGILANDI LAVANDA 120ML 7898371680241,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048805919,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680258,7,7898371680258,MOGILANDI BAMBU SPRAY 120ML 7898371680258,,BAMBU,SENSORIAL,SPRAY,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI SPRAY,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086107166,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680265,7,7898371680265,MOGILANDI LAVANDA SPRAY 120ML 7898371680265,,LAVANDA,SENSORIAL,SPRAY,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI SPRAY,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086107283,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680289,7,7898371680289,MOGILANDI VANILLA SPRAY 120ML 7898371680289,,BAUNILHA,SENSORIAL,SPRAY,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI SPRAY,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086107805,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680319,7,7898371680319,MOGILANDI BABY 130ML 7898371680319,,BABY,SENSORIAL,DIFUSOR,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI DIFUSOR,,,ML,130.0,130ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000055293159,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680371,7,7898371680371,MOGILANDI MORANGO SPRAY 120ML 7898371680371,,MORANGO,SENSORIAL,SPRAY,NORMAL,MOGILANDI ESSENCIAS AROMATICAS,T. O FABRICANTES,MOGILANDI,T. O MARCAS,MOGILANDI,MOGILANDI SPRAY,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086107827,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680692,7,7898371680692,IMENSO AROMAS ALGAS MARINHAS 280ML 7898371680692,,ALGAS MARINHAS,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005097,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680708,7,7898371680708,IMENSO AROMAS BAMBU 280ML 7898371680708,,BAMBU,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005122,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680715,7,7898371680715,IMENSO AROMAS CRAVO E CANELA 280ML 7898371680715,,CRAVO E CANELA,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005139,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680722,7,7898371680722,IMENSO AROMAS FLOR DE FIGO 280ML 7898371680722,,FLOR DE FIGO,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005156,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680739,7,7898371680739,IMENSO AROMAS LAVANDA 280ML 7898371680739,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005165,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680746,7,7898371680746,IMENSO AROMAS MELANCIA 280ML 7898371680746,,MELANCIA,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005181,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680753,7,7898371680753,IMENSO AROMAS MORANGO 280ML 7898371680753,,MORANGO,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005221,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680760,7,7898371680760,IMENSO AROMAS ORQUIDEA 280ML 7898371680760,,ORQUIDEA,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005251,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680777,7,7898371680777,IMENSO AROMAS TUTTI FRUTTI 280ML 7898371680777,,TUTTI FRUTTI,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086005267,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680784,7,7898371680784,IMENSO AROMAS VIOLETA 280ML 7898371680784,,VIOLETA,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086038710,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680807,7,7898371680807,IMENSO AROMAS EUCALIPTO 280ML 7898371680807,,EUCALIPTO,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086038787,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680814,7,7898371680814,IMENSO AROMAS VANILA C/COCO 280ML 7898371680814,,COCO E BAUNILHA,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086038916,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680821,7,7898371680821,IMENSO AROMAS CITRONELA 280ML 7898371680821,,CITRONELA,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086038984,,,"R$ 12,01 à R$ 17,00",,BETTER,
7898371680838,7,7898371680838,IMENSO AROMAS SEMENTES DO BRASIL 280ML 7898371680838,,SEMENTES DO BRASIL ,SENSORIAL,DIFUSOR,NORMAL,A M A CAVALCANTE,T. O FABRICANTES,IMENSO AROMAS,T. O MARCAS,IMENSO AROMAS,IMENSO AROMAS DIFUSOR,,,ML,280.0,280ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086039085,,,"R$ 12,01 à R$ 17,00",,BETTER,
